date,campaign_id,campaign_name,channel,campaign_type,product_category,target_age_group,target_location,start_date,end_date,campaign_duration_days,campaign_day_number,budget_tier_multiplier,impressions,clicks,spend,conversions,revenue
2025-04-27,CMP-0029,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,18-24,Bandung,2025-02-11,2025-11-13,276,76,1.2470955815104046,24260.0,336.0,637800.0,3.0,1458400.0
2025-04-27,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,104,1.2430288576490232,9869.0,301.0,370900.0,9.0,3175400.0
2025-04-27,CMP-0038,TikTok_Awareness_Beauty_Mar25,TikTok Ads,Awareness,Beauty,35-44,Medan,2025-03-29,2025-06-07,71,30,1.79552508450422,30610.0,424.0,507500.0,3.0,813500.0
2025-04-27,CMP-0039,TikTok_Consideration_GadgetAccessories_Mar25,TikTok Ads,Consideration,Gadget Accessories,55+,Makassar,2025-03-06,2025-11-09,249,53,1.1939572649241164,21611.0,463.0,555400.0,7.0,2223500.0
2025-04-27,CMP-0041,TikTok_Awareness_GadgetAccessories_Apr25,TikTok Ads,Awareness,Gadget Accessories,55+,Surabaya,2025-04-15,2025-08-23,131,13,1.0013533415356748,17818.0,258.0,329000.0,2.0,983200.0
2025-04-27,CMP-0043,TikTok_Conversion_Beauty_Apr25,TikTok Ads,Conversion,Beauty,35-44,Bandung,2025-04-16,2025-12-12,241,12,0.5263127035732306,4120.0,122.0,184200.0,3.0,581300.0
2025-04-27,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,103,2.2532069216948445,43390.0,565.0,795400.0,2.0,417000.0
2025-04-28,CMP-0063,Affiliate_Conversion_Beauty_Feb25,Affiliate,Conversion,Beauty,45-54,Medan,2025-02-11,2025-04-30,79,77,0.6922665903758478,1715.0,13.0,57200.0,1.0,453500.0
2025-04-28,CMP-0066,Affiliate_Conversion_SportsOutdoor_Apr25,Affiliate,Conversion,Sports & Outdoor,55+,Jakarta,2025-04-11,2025-05-01,21,18,1.0973159903402667,1945.0,19.0,69400.0,1.0,592400.0
2025-04-28,CMP-0067,Affiliate_Awareness_SportsOutdoor_Apr25,Affiliate,Awareness,Sports & Outdoor,55+,Palembang,2025-04-13,2025-08-03,113,16,1.046643353973045,3266.0,24.0,41900.0,1.0,364400.0
2025-04-28,CMP-0071,Affiliate_Awareness_Electronics_Apr25,Affiliate,Awareness,Electronics,45-54,Makassar,2025-04-06,2025-12-08,247,23,1.2613311487856214,4659.0,38.0,52000.0,1.0,484400.0
2025-04-28,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,95,1.12124152096451,1113.0,15.0,65700.0,1.0,523700.0
2025-04-28,CMP-0050,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,55+,Surabaya,2025-04-23,2025-11-03,195,6,0.5016289502386101,509.0,23.0,1520.0,3.0,927600.0
2025-04-28,CMP-0053,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,18-24,Jakarta,2025-04-01,2025-10-09,192,28,1.1465235879710132,1763.0,65.0,810.0,7.0,3120000.0
2025-04-28,CMP-0055,Email_Consideration_GadgetAccessories_Apr25,Email,Consideration,Gadget Accessories,35-44,Makassar,2025-04-15,2025-10-04,173,14,1.1596932620981235,1721.0,57.0,550.0,3.0,828200.0
2025-04-28,CMP-0056,Email_Awareness_HomeLiving_Apr25,Email,Awareness,Home & Living,35-44,Makassar,2025-04-17,2025-09-05,142,12,0.5402283829618296,1597.0,38.0,1280.0,1.0,284400.0
2025-04-28,CMP-0057,Email_Consideration_SportsOutdoor_Feb25,Email,Consideration,Sports & Outdoor,45-54,Medan,2025-02-08,2025-05-31,113,80,0.6764918745227025,1075.0,31.0,2070.0,1.0,352100.0
2025-04-28,CMP-0062,Email_Conversion_HomeLiving_Feb25,Email,Conversion,Home & Living,45-54,Palembang,2025-02-07,2025-06-07,121,81,1.0459677444313011,1382.0,51.0,550.0,5.0,1476500.0
2025-04-28,CMP-0001,Google_Conversion_Groceries_Feb25,Google Ads,Conversion,Groceries,35-44,Medan,2025-02-16,2025-07-02,137,72,1.6153022694079913,6104.0,301.0,1066500.0,19.0,9281600.0
2025-04-28,CMP-0002,Google_Consideration_Fashion_Mar25,Google Ads,Consideration,Fashion,35-44,Medan,2025-03-04,2025-11-27,269,56,1.9991263083142512,10371.0,375.0,1031300.0,14.0,7604600.0
2025-04-28,CMP-0003,Google_Awareness_GadgetAccessories_Mar25,Google Ads,Awareness,Gadget Accessories,55+,Bandung,2025-03-26,2025-11-26,246,34,1.6751748370667707,15498.0,369.0,1094300.0,5.0,1701400.0
2025-04-28,CMP-0005,Google_Consideration_SportsOutdoor_Apr25,Google Ads,Consideration,Sports & Outdoor,18-24,Makassar,2025-04-12,2025-06-10,60,17,1.233071278423135,5987.0,330.0,855100.0,12.0,8298000.0
2025-04-28,CMP-0006,Google_Awareness_Electronics_Feb25,Google Ads,Awareness,Electronics,45-54,Palembang,2025-02-04,2025-11-08,278,84,0.7047486511924926,6122.0,176.0,552900.0,3.0,916900.0
2025-04-28,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,87,0.955918799251063,7854.0,256.0,719800.0,4.0,1537100.0
2025-04-28,CMP-0010,Google_Conversion_SportsOutdoor_Feb25,Google Ads,Conversion,Sports & Outdoor,18-24,Bali,2025-02-13,2025-12-10,301,75,0.9667891679630816,3340.0,195.0,649500.0,18.0,11269900.0
2025-04-28,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,99,0.7885692993648544,7474.0,132.0,602100.0,2.0,671500.0
2025-04-28,CMP-0013,Google_Awareness_SportsOutdoor_Mar25,Google Ads,Awareness,Sports & Outdoor,55+,Bandung,2025-03-19,2025-12-11,268,41,0.5289172886460498,4968.0,152.0,459100.0,2.0,477600.0
2025-04-28,CMP-0014,Google_Awareness_Beauty_Feb25,Google Ads,Awareness,Beauty,45-54,Bandung,2025-02-16,2025-05-30,104,72,1.8888837357975932,18400.0,405.0,1613600.0,4.0,2704500.0
2025-04-28,CMP-0017,Google_Conversion_HomeLiving_Mar25,Google Ads,Conversion,Home & Living,35-44,Makassar,2025-03-31,2025-05-09,40,29,1.1286912209504305,3364.0,151.0,715900.0,9.0,5641400.0
2025-04-28,CMP-0018,Meta_Awareness_Beauty_Apr25,Meta Ads,Awareness,Beauty,55+,Bandung,2025-04-11,2025-08-24,136,18,0.7478875772583073,15051.0,153.0,244900.0,1.0,369200.0
2025-04-28,CMP-0020,Meta_Awareness_Groceries_Apr25,Meta Ads,Awareness,Groceries,25-34,Jakarta,2025-04-08,2025-07-20,104,21,2.3576094555627702,31249.0,312.0,566500.0,4.0,1590900.0
2025-04-28,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,87,0.6305291180009114,10517.0,120.0,208700.0,1.0,337100.0
2025-04-28,CMP-0022,Meta_Conversion_Electronics_Apr25,Meta Ads,Conversion,Electronics,55+,National,2025-04-13,2025-09-28,169,16,0.7316037296332965,3089.0,65.0,133500.0,3.0,1467800.0
2025-04-28,CMP-0024,Meta_Consideration_Electronics_Apr25,Meta Ads,Consideration,Electronics,45-54,Palembang,2025-04-17,2025-05-09,23,12,1.100296474480937,12788.0,220.0,478400.0,4.0,1726800.0
2025-04-28,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,107,0.7782687653019523,3912.0,70.0,127900.0,3.0,1493100.0
2025-04-28,CMP-0028,Meta_Awareness_GadgetAccessories_Apr25,Meta Ads,Awareness,Gadget Accessories,45-54,Medan,2025-04-24,2025-10-16,176,5,2.2062871043269685,34316.0,374.0,664400.0,5.0,1149000.0
2025-04-28,CMP-0029,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,18-24,Bandung,2025-02-11,2025-11-13,276,77,1.2470955815104046,17607.0,234.0,539400.0,3.0,736500.0
2025-04-28,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,105,1.2430288576490232,7403.0,164.0,206300.0,5.0,974300.0
2025-04-28,CMP-0038,TikTok_Awareness_Beauty_Mar25,TikTok Ads,Awareness,Beauty,35-44,Medan,2025-03-29,2025-06-07,71,31,1.79552508450422,43568.0,636.0,766100.0,7.0,2026800.0
2025-04-28,CMP-0039,TikTok_Consideration_GadgetAccessories_Mar25,TikTok Ads,Consideration,Gadget Accessories,55+,Makassar,2025-03-06,2025-11-09,249,54,1.1939572649241164,12690.0,240.0,311500.0,2.0,689500.0
2025-04-28,CMP-0041,TikTok_Awareness_GadgetAccessories_Apr25,TikTok Ads,Awareness,Gadget Accessories,55+,Surabaya,2025-04-15,2025-08-23,131,14,1.0013533415356748,20861.0,270.0,280700.0,1.0,207700.0
2025-04-28,CMP-0043,TikTok_Conversion_Beauty_Apr25,TikTok Ads,Conversion,Beauty,35-44,Bandung,2025-04-16,2025-12-12,241,13,0.5263127035732306,3041.0,72.0,77700.0,2.0,612400.0
2025-04-28,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,104,2.2532069216948445,43358.0,713.0,1041200.0,4.0,1114700.0
2025-04-29,CMP-0063,Affiliate_Conversion_Beauty_Feb25,Affiliate,Conversion,Beauty,45-54,Medan,2025-02-11,2025-04-30,79,78,0.6922665903758478,1828.0,16.0,42100.0,1.0,366900.0
2025-04-29,CMP-0066,Affiliate_Conversion_SportsOutdoor_Apr25,Affiliate,Conversion,Sports & Outdoor,55+,Jakarta,2025-04-11,2025-05-01,21,19,1.0973159903402667,1420.0,18.0,54300.0,1.0,412200.0
2025-04-29,CMP-0067,Affiliate_Awareness_SportsOutdoor_Apr25,Affiliate,Awareness,Sports & Outdoor,55+,Palembang,2025-04-13,2025-08-03,113,17,1.046643353973045,6025.0,51.0,32300.0,1.0,314000.0
2025-04-29,CMP-0071,Affiliate_Awareness_Electronics_Apr25,Affiliate,Awareness,Electronics,45-54,Makassar,2025-04-06,2025-12-08,247,24,1.2613311487856214,6197.0,47.0,38000.0,1.0,354800.0
2025-04-29,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,96,1.12124152096451,1865.0,21.0,103700.0,2.0,988200.0
2025-04-29,CMP-0050,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,55+,Surabaya,2025-04-23,2025-11-03,195,7,0.5016289502386101,776.0,37.0,1250.0,3.0,1239200.0
2025-04-29,CMP-0053,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,18-24,Jakarta,2025-04-01,2025-10-09,192,29,1.1465235879710132,1267.0,64.0,270.0,5.0,2218000.0
2025-04-29,CMP-0055,Email_Consideration_GadgetAccessories_Apr25,Email,Consideration,Gadget Accessories,35-44,Makassar,2025-04-15,2025-10-04,173,15,1.1596932620981235,1770.0,70.0,1560.0,3.0,1299000.0
2025-04-29,CMP-0056,Email_Awareness_HomeLiving_Apr25,Email,Awareness,Home & Living,35-44,Makassar,2025-04-17,2025-09-05,142,13,0.5402283829618296,1476.0,40.0,1090.0,1.0,494300.0
2025-04-29,CMP-0057,Email_Consideration_SportsOutdoor_Feb25,Email,Consideration,Sports & Outdoor,45-54,Medan,2025-02-08,2025-05-31,113,81,0.6764918745227025,1376.0,42.0,520.0,2.0,795600.0
2025-04-29,CMP-0062,Email_Conversion_HomeLiving_Feb25,Email,Conversion,Home & Living,45-54,Palembang,2025-02-07,2025-06-07,121,82,1.0459677444313011,1049.0,39.0,840.0,,968700.0
2025-04-29,CMP-0001,Google_Conversion_Groceries_Feb25,Google Ads,Conversion,Groceries,35-44,Medan,2025-02-16,2025-07-02,137,73,1.6153022694079913,5775.0,243.0,789100.0,19.0,7918200.0
2025-04-29,CMP-0002,Google_Consideration_Fashion_Mar25,Google Ads,Consideration,Fashion,35-44,Medan,2025-03-04,2025-11-27,269,57,1.9991263083142512,6978.0,331.0,1221700.0,12.0,5783200.0
2025-04-29,CMP-0003,Google_Awareness_GadgetAccessories_Mar25,Google Ads,Awareness,Gadget Accessories,55+,Bandung,2025-03-26,2025-11-26,246,35,1.6751748370667707,13391.0,392.0,1176400.0,5.0,2296900.0
2025-04-29,CMP-0005,Google_Consideration_SportsOutdoor_Apr25,Google Ads,Consideration,Sports & Outdoor,18-24,Makassar,2025-04-12,2025-06-10,60,18,1.233071278423135,6279.0,214.0,664900.0,10.0,4614000.0
2025-04-29,CMP-0006,Google_Awareness_Electronics_Feb25,Google Ads,Awareness,Electronics,45-54,Palembang,2025-02-04,2025-11-08,278,85,0.7047486511924926,6561.0,189.0,514500.0,2.0,758300.0
2025-04-29,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,88,0.955918799251063,11453.0,309.0,1015100.0,6.0,1627900.0
2025-04-29,CMP-0010,Google_Conversion_SportsOutdoor_Feb25,Google Ads,Conversion,Sports & Outdoor,18-24,Bali,2025-02-13,2025-12-10,301,76,0.9667891679630816,9982.0,577.0,422200.0,12.0,4545900.0
2025-04-29,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,100,0.7885692993648544,7622.0,173.0,712200.0,2.0,883300.0
2025-04-29,CMP-0013,Google_Awareness_SportsOutdoor_Mar25,Google Ads,Awareness,Sports & Outdoor,55+,Bandung,2025-03-19,2025-12-11,268,42,0.5289172886460498,5056.0,152.0,616400.0,2.0,597300.0
2025-04-29,CMP-0014,Google_Awareness_Beauty_Feb25,Google Ads,Awareness,Beauty,45-54,Bandung,2025-02-16,2025-05-30,104,73,1.8888837357975932,16836.0,420.0,1593500.0,5.0,3048800.0
2025-04-29,CMP-0017,Google_Conversion_HomeLiving_Mar25,Google Ads,Conversion,Home & Living,35-44,Makassar,2025-03-31,2025-05-09,40,30,1.1286912209504305,3201.0,122.0,508200.0,7.0,3087200.0
2025-04-29,CMP-0018,Meta_Awareness_Beauty_Apr25,Meta Ads,Awareness,Beauty,55+,Bandung,2025-04-11,2025-08-24,136,19,0.7478875772583073,10452.0,107.0,184400.0,1.0,339200.0
2025-04-29,CMP-0020,Meta_Awareness_Groceries_Apr25,Meta Ads,Awareness,Groceries,25-34,Jakarta,2025-04-08,2025-07-20,104,22,2.3576094555627702,44164.0,670.0,943500.0,5.0,1002200.0
2025-04-29,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,88,0.6305291180009114,9443.0,90.0,217400.0,1.0,269400.0
2025-04-29,CMP-0022,Meta_Conversion_Electronics_Apr25,Meta Ads,Conversion,Electronics,55+,National,2025-04-13,2025-09-28,169,17,0.7316037296332965,4110.0,84.0,124100.0,3.0,976600.0
2025-04-29,CMP-0024,Meta_Consideration_Electronics_Apr25,Meta Ads,Consideration,Electronics,45-54,Palembang,2025-04-17,2025-05-09,23,13,1.100296474480937,7706.0,122.0,360000.0,1.0,371000.0
2025-04-29,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,108,0.7782687653019523,4001.0,85.0,156800.0,3.0,917800.0
2025-04-29,CMP-0028,Meta_Awareness_GadgetAccessories_Apr25,Meta Ads,Awareness,Gadget Accessories,45-54,Medan,2025-04-24,2025-10-16,176,6,2.2062871043269685,32627.0,430.0,790000.0,3.0,1324500.0
2025-04-29,CMP-0029,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,18-24,Bandung,2025-02-11,2025-11-13,276,78,1.2470955815104046,14048.0,155.0,308100.0,2.0,1093900.0
2025-04-29,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,106,1.2430288576490232,8197.0,255.0,284100.0,9.0,2091000.0
2025-04-29,CMP-0038,TikTok_Awareness_Beauty_Mar25,TikTok Ads,Awareness,Beauty,35-44,Medan,2025-03-29,2025-06-07,71,32,1.79552508450422,31481.0,422.0,600200.0,3.0,855800.0
2025-04-29,CMP-0039,TikTok_Consideration_GadgetAccessories_Mar25,TikTok Ads,Consideration,Gadget Accessories,55+,Makassar,2025-03-06,2025-11-09,249,55,1.1939572649241164,12728.0,280.0,315500.0,5.0,1489900.0
2025-04-29,CMP-0041,TikTok_Awareness_GadgetAccessories_Apr25,TikTok Ads,Awareness,Gadget Accessories,55+,Surabaya,2025-04-15,2025-08-23,131,15,1.0013533415356748,11500.0,149.0,194900.0,1.0,236200.0
2025-04-29,CMP-0043,TikTok_Conversion_Beauty_Apr25,TikTok Ads,Conversion,Beauty,35-44,Bandung,2025-04-16,2025-12-12,241,14,0.5263127035732306,3873.0,110.0,120900.0,4.0,1408100.0
2025-04-29,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,105,2.2532069216948445,42832.0,653.0,909600.0,5.0,897900.0
2025-04-30,CMP-0063,Affiliate_Conversion_Beauty_Feb25,Affiliate,Conversion,Beauty,45-54,Medan,2025-02-11,2025-04-30,79,79,0.6922665903758478,1194.0,13.0,31900.0,1.0,277500.0
2025-04-30,CMP-0066,Affiliate_Conversion_SportsOutdoor_Apr25,Affiliate,Conversion,Sports & Outdoor,55+,Jakarta,2025-04-11,2025-05-01,21,20,1.0973159903402667,2092.0,23.0,130500.0,2.0,1114600.0
2025-04-30,CMP-0067,Affiliate_Awareness_SportsOutdoor_Apr25,Affiliate,Awareness,Sports & Outdoor,55+,Palembang,2025-04-13,2025-08-03,113,18,1.046643353973045,4605.0,34.0,0.0,0.0,0.0
2025-04-30,CMP-0071,Affiliate_Awareness_Electronics_Apr25,Affiliate,Awareness,Electronics,45-54,Makassar,2025-04-06,2025-12-08,247,25,1.2613311487856214,4928.0,27.0,0.0,0.0,0.0
2025-04-30,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,97,1.12124152096451,2011.0,22.0,109900.0,2.0,921800.0
2025-04-30,CMP-0050,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,55+,Surabaya,2025-04-23,2025-11-03,195,8,0.5016289502386101,570.0,29.0,930.0,4.0,1504300.0
2025-04-30,CMP-0053,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,18-24,Jakarta,2025-04-01,2025-10-09,192,30,1.1465235879710132,1397.0,58.0,1400.0,6.0,2876700.0
2025-04-30,CMP-0055,Email_Consideration_GadgetAccessories_Apr25,Email,Consideration,Gadget Accessories,35-44,Makassar,2025-04-15,2025-10-04,173,16,1.1596932620981235,1878.0,58.0,340.0,2.0,1156200.0
2025-04-30,CMP-0056,Email_Awareness_HomeLiving_Apr25,Email,Awareness,Home & Living,35-44,Makassar,2025-04-17,2025-09-05,142,14,0.5402283829618296,2001.0,46.0,730.0,1.0,591800.0
2025-04-30,CMP-0057,Email_Consideration_SportsOutdoor_Feb25,Email,Consideration,Sports & Outdoor,45-54,Medan,2025-02-08,2025-05-31,113,82,0.6764918745227025,1479.0,47.0,1840.0,2.0,938200.0
2025-04-30,CMP-0062,Email_Conversion_HomeLiving_Feb25,Email,Conversion,Home & Living,45-54,Palembang,2025-02-07,2025-06-07,121,83,1.0459677444313011,1150.0,41.0,2030.0,3.0,1111700.0
2025-04-30,CMP-0001,Google_Conversion_Groceries_Feb25,Google Ads,Conversion,Groceries,35-44,Medan,2025-02-16,2025-07-02,137,74,1.6153022694079913,4005.0,209.0,816300.0,10.0,4892800.0
2025-04-30,CMP-0002,Google_Consideration_Fashion_Mar25,Google Ads,Consideration,Fashion,35-44,Medan,2025-03-04,2025-11-27,269,58,1.9991263083142512,9159.0,405.0,1066900.0,9.0,4784700.0
2025-04-30,CMP-0003,Google_Awareness_GadgetAccessories_Mar25,Google Ads,Awareness,Gadget Accessories,55+,Bandung,2025-03-26,2025-11-26,246,36,1.6751748370667707,16880.0,560.0,1489500.0,9.0,4028400.0
2025-04-30,CMP-0005,Google_Consideration_SportsOutdoor_Apr25,Google Ads,Consideration,Sports & Outdoor,18-24,Makassar,2025-04-12,2025-06-10,60,19,1.233071278423135,5513.0,218.0,669500.0,8.0,4695000.0
2025-04-30,CMP-0006,Google_Awareness_Electronics_Feb25,Google Ads,Awareness,Electronics,45-54,Palembang,2025-02-04,2025-11-08,278,86,0.7047486511924926,8859.0,275.0,734900.0,2.0,908100.0
2025-04-30,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,89,0.955918799251063,8084.0,210.0,693900.0,4.0,1736700.0
2025-04-30,CMP-0010,Google_Conversion_SportsOutdoor_Feb25,Google Ads,Conversion,Sports & Outdoor,18-24,Bali,2025-02-13,2025-12-10,301,77,0.9667891679630816,2991.0,130.0,437400.0,7.0,3356100.0
2025-04-30,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,101,0.7885692993648544,5164.0,91.0,360000.0,1.0,404600.0
2025-04-30,CMP-0013,Google_Awareness_SportsOutdoor_Mar25,Google Ads,Awareness,Sports & Outdoor,55+,Bandung,2025-03-19,2025-12-11,268,43,0.5289172886460498,4612.0,128.0,431500.0,2.0,551700.0
2025-04-30,CMP-0014,Google_Awareness_Beauty_Feb25,Google Ads,Awareness,Beauty,45-54,Bandung,2025-02-16,2025-05-30,104,74,1.8888837357975932,11772.0,282.0,992800.0,3.0,966800.0
2025-04-30,CMP-0017,Google_Conversion_HomeLiving_Mar25,Google Ads,Conversion,Home & Living,35-44,Makassar,2025-03-31,2025-05-09,40,31,1.1286912209504305,3039.0,155.0,626700.0,11.0,5098200.0
2025-04-30,CMP-0018,Meta_Awareness_Beauty_Apr25,Meta Ads,Awareness,Beauty,55+,Bandung,2025-04-11,2025-08-24,136,20,0.7478875772583073,17072.0,217.0,386300.0,2.0,450300.0
2025-04-30,CMP-0020,Meta_Awareness_Groceries_Apr25,Meta Ads,Awareness,Groceries,25-34,Jakarta,2025-04-08,2025-07-20,104,23,2.3576094555627702,37194.0,392.0,665400.0,4.0,1386500.0
2025-04-30,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,89,0.6305291180009114,7795.0,79.0,151900.0,1.0,402900.0
2025-04-30,CMP-0022,Meta_Conversion_Electronics_Apr25,Meta Ads,Conversion,Electronics,55+,National,2025-04-13,2025-09-28,169,18,0.7316037296332965,3273.0,85.0,171900.0,6.0,1908500.0
2025-04-30,CMP-0024,Meta_Consideration_Electronics_Apr25,Meta Ads,Consideration,Electronics,45-54,Palembang,2025-04-17,2025-05-09,23,14,1.100296474480937,9613.0,141.0,294500.0,3.0,985900.0
2025-04-30,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,109,0.7782687653019523,3011.0,57.0,122600.0,2.0,706200.0
2025-04-30,CMP-0028,Meta_Awareness_GadgetAccessories_Apr25,Meta Ads,Awareness,Gadget Accessories,45-54,Medan,2025-04-24,2025-10-16,176,7,2.2062871043269685,29904.0,323.0,560100.0,3.0,701800.0
2025-04-30,CMP-0029,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,18-24,Bandung,2025-02-11,2025-11-13,276,79,1.2470955815104046,18989.0,208.0,332000.0,3.0,943600.0
2025-04-30,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,107,1.2430288576490232,7420.0,185.0,299800.0,4.0,798800.0
2025-04-30,CMP-0038,TikTok_Awareness_Beauty_Mar25,TikTok Ads,Awareness,Beauty,35-44,Medan,2025-03-29,2025-06-07,71,33,1.79552508450422,41366.0,609.0,730800.0,5.0,2061300.0
2025-04-30,CMP-0039,TikTok_Consideration_GadgetAccessories_Mar25,TikTok Ads,Consideration,Gadget Accessories,55+,Makassar,2025-03-06,2025-11-09,249,56,1.1939572649241164,12890.0,269.0,317100.0,6.0,1208700.0
2025-04-30,CMP-0041,TikTok_Awareness_GadgetAccessories_Apr25,TikTok Ads,Awareness,Gadget Accessories,55+,Surabaya,2025-04-15,2025-08-23,131,16,1.0013533415356748,14477.0,242.0,308800.0,2.0,290600.0
2025-04-30,CMP-0043,TikTok_Conversion_Beauty_Apr25,TikTok Ads,Conversion,Beauty,35-44,Bandung,2025-04-16,2025-12-12,241,15,0.5263127035732306,4925.0,154.0,177200.0,6.0,1978800.0
2025-04-30,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,106,2.2532069216948445,37729.0,509.0,715700.0,5.0,801900.0
2025-05-01,CMP-0066,Affiliate_Conversion_SportsOutdoor_Apr25,Affiliate,Conversion,Sports & Outdoor,55+,Jakarta,2025-04-11,2025-05-01,21,21,1.0973159903402667,1581.0,13.0,0.0,0.0,0.0
2025-05-01,CMP-0067,Affiliate_Awareness_SportsOutdoor_Apr25,Affiliate,Awareness,Sports & Outdoor,55+,Palembang,2025-04-13,2025-08-03,113,19,1.046643353973045,4722.0,37.0,0.0,0.0,0.0
2025-05-01,CMP-0071,Affiliate_Awareness_Electronics_Apr25,Affiliate,Awareness,Electronics,45-54,Makassar,2025-04-06,2025-12-08,247,26,1.2613311487856214,5610.0,28.0,53000.0,1.0,441200.0
2025-05-01,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,98,1.12124152096451,2159.0,25.0,52300.0,1.0,411900.0
2025-05-01,CMP-0050,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,55+,Surabaya,2025-04-23,2025-11-03,195,9,0.5016289502386101,599.0,28.0,300.0,2.0,485700.0
2025-05-01,CMP-0053,Email_Conversion_Fashion_Apr25,Email,Conversion,Fashion,18-24,Jakarta,2025-04-01,2025-10-09,192,31,1.1465235879710132,1240.0,45.0,1230.0,4.0,1514300.0
2025-05-01,CMP-0055,Email_Consideration_GadgetAccessories_Apr25,Email,Consideration,Gadget Accessories,35-44,Makassar,2025-04-15,2025-10-04,173,17,1.1596932620981235,1986.0,72.0,1600.0,3.0,859100.0
2025-05-01,CMP-0056,Email_Awareness_HomeLiving_Apr25,Email,Awareness,Home & Living,35-44,Makassar,2025-04-17,2025-09-05,142,15,0.5402283829618296,1722.0,30.0,930.0,1.0,384500.0
2025-05-01,CMP-0057,Email_Consideration_SportsOutdoor_Feb25,Email,Consideration,Sports & Outdoor,45-54,Medan,2025-02-08,2025-05-31,113,83,0.6764918745227025,976.0,21.0,770.0,1.0,705000.0
2025-05-01,CMP-0062,Email_Conversion_HomeLiving_Feb25,Email,Conversion,Home & Living,45-54,Palembang,2025-02-07,2025-06-07,121,84,1.0459677444313011,1226.0,41.0,2170.0,2.0,1249000.0
